@relation balance

@attribute feature1 numeric
@attribute feature2 numeric
@attribute feature3 numeric
@attribute Class {1,2,3}

@data
403.042176871 ,-0.004524927 ,0.002325581 , 1
775.042176871 ,-0.002262466 ,0.004651163 , 1
1147.042176871 ,-0.001508316 ,0.006976744 , 1
1519.042176871 ,-0.001137057 ,0.009302326 , 1
1891.042176871 ,-0.000904977 ,0.011627907 , 2
775.021088435 ,-0.002262474 ,0.004651163 , 1
1519.021088435 ,-0.001131244 ,0.009302326 , 1
2263.021088435 ,-0.000760514 ,0.013953488 , 3
3007.021088435 ,-0.000565607 ,0.018604651 , 3
3751.021088435 ,-0.000452489 ,0.023255814 , 3
1147.014058957 ,-0.001508336 ,0.006976744 , 1
2263.014058957 ,-0.000763697 ,0.013953488 , 3
3379.014058957 ,-0.000502758 ,0.020930233 , 3
4495.014058957 ,-0.000377073 ,0.027906977 , 3
5611.014058957 ,-0.000301659 ,0.034883721 , 3
1519.010544218 ,-0.001154564 ,0.009302326 , 1
3007.010544218 ,-0.000565599 ,0.018604651 , 3
4495.010544218 ,-0.000377071 ,0.027906977 , 3
5983.010544218 ,-0.000282805 ,0.037209302 , 3
7471.010544218 ,-0.000226244 ,0.046511628 , 3
1891.008435374 ,-0.000904953 ,0.011627907 , 2
3751.008435374 ,-0.000452484 ,0.023255814 , 3
5611.008435374 ,-0.000301658 ,0.034883721 , 3
7471.008435374 ,-0.000226244 ,0.046511628 , 3
9331.008435374 ,-0.000180995 ,0.058139535 , 3
961.421768707 ,-0.001809955 ,0.005555556 , 1
1891.421768707 ,-0.000905008 ,0.011111111 , 2
2821.421768707 ,-0.000603345 ,0.016666667 , 3
3751.421768707 ,-0.000452511 ,0.022222222 , 3
4681.421768707 ,-0.000362010 ,0.027777778 , 3
1891.210884354 ,-0.000904977 ,0.011111111 , 2
3751.210884354 ,-0.000452496 ,0.022222222 , 3
5611.210884354 ,-0.000301667 ,0.033333333 , 3
7471.210884354 ,-0.000226252 ,0.044444444 , 3
9331.210884354 ,-0.000181002 ,0.055555556 , 3
2821.140589569 ,-0.000603318 ,0.016666667 , 3
5611.140589569 ,-0.000301663 ,0.033333333 , 3
8401.140589569 ,-0.000201110 ,0.050000000 , 3
11191.140589569 ,-0.000150833 ,0.066666667 , 3
13981.140589569 ,-0.000120667 ,0.083333333 , 3
3751.105442177 ,-0.000452489 ,0.022222222 , 3
7471.105442177 ,-0.000226246 ,0.044444444 , 3
11191.105442177 ,-0.000150832 ,0.066666667 , 3
14911.105442177 ,-0.000113124 ,0.088888889 , 3
18631.105442177 ,-0.000090500 ,0.111111111 , 3
4681.084353741 ,-0.000361991 ,0.027777778 , 3
9331.084353741 ,-0.000180997 ,0.055555556 , 3
13981.084353741 ,-0.000120665 ,0.083333333 , 3
18631.084353741 ,-0.000090499 ,0.111111111 , 3
23281.084353741 ,-0.000072400 ,0.138888889 , 3
496.210884354 ,-0.003620031 ,0.002808989 , 1
961.210884354 ,-0.001809955 ,0.005617978 , 1
1426.210884354 ,-0.001206677 ,0.008426966 , 1
1891.210884354 ,-0.000905008 ,0.011235955 , 2
2356.210884354 ,-0.000724006 ,0.014044944 , 3
961.105442177 ,-0.001809894 ,0.005617978 , 1
1891.105442177 ,-0.000904977 ,0.011235955 , 2
2821.105442177 ,-0.000603325 ,0.016853933 , 3
3751.105442177 ,-0.000452496 ,0.022471910 , 3
4681.105442177 ,-0.000361998 ,0.028089888 , 3
1426.070294785 ,-0.001206623 ,0.008426966 , 1
2821.070294785 ,-0.000603318 ,0.016853933 , 3
4216.070294785 ,-0.000402215 ,0.025280899 , 3
5611.070294785 ,-0.000301663 ,0.033707865 , 3
7006.070294785 ,-0.000241331 ,0.042134831 , 3
1891.052721088 ,-0.000904971 ,0.011235955 , 2
3751.052721088 ,-0.000452489 ,0.022471910 , 3
5611.052721088 ,-0.000301661 ,0.033707865 , 3
7471.052721088 ,-0.000226246 ,0.044943820 , 3
9331.052721088 ,-0.000180998 ,0.056179775 , 3
2356.042176871 ,-0.000723978 ,0.014044944 , 3
4681.042176871 ,-0.000361991 ,0.028089888 , 3
7006.042176871 ,-0.000241328 ,0.042134831 , 3
9331.042176871 ,-0.000180997 ,0.056179775 , 3
11656.042176871 ,-0.000144798 ,0.070224719 , 3
341.140589569 ,-0.005429945 ,0.001893939 , 1
651.140589569 ,-0.002714962 ,0.003787879 , 1
961.140589569 ,-0.001809955 ,0.005681818 , 1
1271.140589569 ,-0.001342460 ,0.007575758 , 1
1581.140589569 ,-0.001086022 ,0.009469697 , 1
651.070294785 ,-0.002715053 ,0.003787879 , 1
1271.070294785 ,-0.001372472 ,0.007575758 , 1
1891.070294785 ,-0.000904977 ,0.011363636 , 2
2511.070294785 ,-0.000678741 ,0.015151515 , 3
3131.070294785 ,-0.000542995 ,0.018939394 , 3
961.046863190 ,-0.001809874 ,0.005681818 , 1
1891.046863190 ,-0.000904967 ,0.011363636 , 2
2821.046863190 ,-0.000603318 ,0.017045455 , 3
3751.046863190 ,-0.000452491 ,0.022727273 , 3
4681.046863190 ,-0.000361994 ,0.028409091 , 3
1271.035147392 ,-0.001357446 ,0.007575758 , 1
2511.035147392 ,-0.000678729 ,0.015151515 , 3
3751.035147392 ,-0.000452489 ,0.022727273 , 3
4991.035147392 ,-0.000339368 ,0.030303030 , 3
6231.035147392 ,-0.000271495 ,0.037878788 , 3
1581.028117914 ,-0.001085963 ,0.009469697 , 1
3131.028117914 ,-0.000542984 ,0.018939394 , 3
4681.028117914 ,-0.000361991 ,0.028409091 , 3
6231.028117914 ,-0.000271494 ,0.037878788 , 3
7781.028117914 ,-0.000217196 ,0.047348485 , 3
263.605442177 ,-0.007239892 ,0.001436782 , 1
496.105442177 ,-0.003619940 ,0.002873563 , 1
728.605442177 ,-0.002413286 ,0.004310345 , 1
961.105442177 ,-0.001809955 ,0.005747126 , 1
1193.605442177 ,-0.001447940 ,0.007183908 , 1
496.052721088 ,-0.003619970 ,0.002873563 , 1
961.052721088 ,-0.001809985 ,0.005747126 , 1
1426.052721088 ,-0.001206657 ,0.008620690 , 1
1891.052721088 ,-0.000904977 ,0.011494253 , 2
2356.052721088 ,-0.000723994 ,0.014367816 , 3
728.535147392 ,-0.002413394 ,0.004310345 , 1
1426.035147392 ,-0.001220642 ,0.008620690 , 1
2123.535147392 ,-0.000804411 ,0.012931034 , 3
2821.035147392 ,-0.000603318 ,0.017241379 , 3
3518.535147392 ,-0.000482657 ,0.021551724 , 3
961.026360544 ,-0.001809863 ,0.005747126 , 1
1891.026360544 ,-0.000904962 ,0.011494253 , 2
2821.026360544 ,-0.000603315 ,0.017241379 , 3
3751.026360544 ,-0.000452489 ,0.022988506 , 3
4681.026360544 ,-0.000361992 ,0.028735632 , 3
1193.521088435 ,-0.001447939 ,0.007183908 , 1
2356.021088435 ,-0.000723976 ,0.014367816 , 3
3518.521088435 ,-0.000482653 ,0.021551724 , 3
4681.021088435 ,-0.000361991 ,0.028735632 , 3
5843.521088435 ,-0.000289593 ,0.035919540 , 3
217.084353741 ,-0.009049843 ,0.001162791 , 1
403.084353741 ,-0.004524917 ,0.002325581 , 1
589.084353741 ,-0.003016607 ,0.003488372 , 1
775.084353741 ,-0.002262451 ,0.004651163 , 1
961.084353741 ,-0.001809955 ,0.005813953 , 1
403.042176871 ,-0.004524935 ,0.002325581 , 1
775.042176871 ,-0.002262466 ,0.004651163 , 1
1147.042176871 ,-0.001508309 ,0.006976744 , 1
1519.042176871 ,-0.001131229 ,0.009302326 , 1
1891.042176871 ,-0.000904977 ,0.011627907 , 2
589.028117914 ,-0.003016645 ,0.003488372 , 1
1147.028117914 ,-0.001508326 ,0.006976744 , 1
1705.028117914 ,-0.001005557 ,0.010465116 , 1
2263.028117914 ,-0.000756207 ,0.013953488 , 3
2821.028117914 ,-0.000603318 ,0.017441860 , 3
775.021088435 ,-0.002262565 ,0.004651163 , 1
1519.021088435 ,-0.001143342 ,0.009302326 , 1
2263.021088435 ,-0.000754127 ,0.013953488 , 3
3007.021088435 ,-0.000565607 ,0.018604651 , 3
3751.021088435 ,-0.000452489 ,0.023255814 , 3
961.016870748 ,-0.001809857 ,0.005813953 , 1
1891.016870748 ,-0.000904959 ,0.011627907 , 2
2821.016870748 ,-0.000603313 ,0.017441860 , 3
3751.016870748 ,-0.000452487 ,0.023255814 , 3
4681.016870748 ,-0.000361991 ,0.029069767 , 3
651.632653061 ,-0.002714932 ,0.003703704 , 1
1271.632653061 ,-0.001357534 ,0.007407407 , 1
1891.632653061 ,-0.000905038 ,0.011111111 , 2
2511.632653061 ,-0.000678784 ,0.014814815 , 3
3131.632653061 ,-0.000543030 ,0.018518519 , 3
1271.316326531 ,-0.001357466 ,0.007407407 , 1
2511.316326531 ,-0.000678747 ,0.014814815 , 3
3751.316326531 ,-0.000452504 ,0.022222222 , 3
4991.316326531 ,-0.000339381 ,0.029629630 , 3
6231.316326531 ,-0.000271507 ,0.037037037 , 3
1891.210884354 ,-0.000904977 ,0.011111111 , 2
3751.210884354 ,-0.000452494 ,0.022222222 , 3
5611.210884354 ,-0.000301666 ,0.033333333 , 3
7471.210884354 ,-0.000226251 ,0.044444444 , 3
9331.210884354 ,-0.000181002 ,0.055555556 , 3
2511.158163265 ,-0.000678733 ,0.014814815 , 3
4991.158163265 ,-0.000339370 ,0.029629630 , 3
7471.158163265 ,-0.000226248 ,0.044444444 , 3
9951.158163265 ,-0.000169687 ,0.059259259 , 3
12431.158163265 ,-0.000135751 ,0.074074074 , 3
3131.126530612 ,-0.000542986 ,0.018518519 , 3
6231.126530612 ,-0.000271495 ,0.037037037 , 3
9331.126530612 ,-0.000180998 ,0.055555556 , 3
12431.126530612 ,-0.000135749 ,0.074074074 , 3
15531.126530612 ,-0.000108600 ,0.092592593 , 3
341.316326531 ,-0.005430001 ,0.001872659 , 1
651.316326531 ,-0.002714932 ,0.003745318 , 1
961.316326531 ,-0.001767938 ,0.005617978 , 1
1271.316326531 ,-0.001357603 ,0.007490637 , 1
1581.316326531 ,-0.001086055 ,0.009363296 , 1
651.158163265 ,-0.002714795 ,0.003745318 , 1
1271.158163265 ,-0.001357466 ,0.007490637 , 1
1891.158163265 ,-0.000904993 ,0.011235955 , 2
2511.158163265 ,-0.000678750 ,0.014981273 , 3
3131.158163265 ,-0.000543003 ,0.018726592 , 3
961.105442177 ,-0.001809932 ,0.005617978 , 1
1891.105442177 ,-0.000904977 ,0.011235955 , 2
2821.105442177 ,-0.000603323 ,0.016853933 , 3
3751.105442177 ,-0.000452495 ,0.022471910 , 3
4681.105442177 ,-0.000361998 ,0.028089888 , 3
1271.079081633 ,-0.001357456 ,0.007490637 , 1
2511.079081633 ,-0.000678733 ,0.014981273 , 3
3751.079081633 ,-0.000452491 ,0.022471910 , 3
4991.079081633 ,-0.000339370 ,0.029962547 , 3
6231.079081633 ,-0.000271497 ,0.037453184 , 3
1581.063265306 ,-0.001085967 ,0.009363296 , 1
3131.063265306 ,-0.000542986 ,0.018726592 , 3
4681.063265306 ,-0.000361992 ,0.028089888 , 3
6231.063265306 ,-0.000271495 ,0.037453184 , 3
7781.063265306 ,-0.000217197 ,0.046816479 , 3
237.877551020 ,-0.008144906 ,0.001262626 , 1
444.544217687 ,-0.004072432 ,0.002525253 , 1
651.210884354 ,-0.002714932 ,0.003787879 , 1
857.877551020 ,-0.002036165 ,0.005050505 , 1
1064.544217687 ,-0.001628850 ,0.006313131 , 1
444.438775510 ,-0.004072535 ,0.002525253 , 1
857.772108844 ,-0.002036267 ,0.005050505 , 1
1271.105442177 ,-0.001357466 ,0.007575758 , 1
1684.438775510 ,-0.001018134 ,0.010101010 , 1
2097.772108844 ,-0.000814507 ,0.012626263 , 3
651.070294785 ,-0.002714749 ,0.003787879 , 1
1271.070294785 ,-0.001357443 ,0.007575758 , 1
1891.070294785 ,-0.000904977 ,0.011363636 , 2
2511.070294785 ,-0.000678739 ,0.015151515 , 3
3131.070294785 ,-0.000542994 ,0.018939394 , 3
857.719387755 ,-0.002036165 ,0.005050505 , 1
1684.386054422 ,-0.001018093 ,0.010101010 , 1
2511.052721088 ,-0.000678733 ,0.015151515 , 3
3337.719387755 ,-0.000509052 ,0.020202020 , 3
4164.386054422 ,-0.000407243 ,0.025252525 , 3
1064.375510204 ,-0.001628944 ,0.006313131 , 1
2097.708843537 ,-0.000814476 ,0.012626263 , 3
3131.042176871 ,-0.000542986 ,0.018939394 , 3
4164.375510204 ,-0.000407241 ,0.025252525 , 3
5197.708843537 ,-0.000325794 ,0.031565657 , 3
186.158163265 ,-0.010859831 ,0.000957854 , 1
341.158163265 ,-0.005429903 ,0.001915709 , 1
496.158163265 ,-0.003619925 ,0.002873563 , 1
651.158163265 ,-0.002714932 ,0.003831418 , 1
806.158163265 ,-0.002171932 ,0.004789272 , 1
341.079081633 ,-0.005429946 ,0.001915709 , 1
651.079081633 ,-0.002714966 ,0.003831418 , 1
961.079081633 ,-0.001809970 ,0.005747126 , 1
1271.079081633 ,-0.001357466 ,0.007662835 , 1
1581.079081633 ,-0.001085946 ,0.009578544 , 1
496.052721088 ,-0.003620046 ,0.002873563 , 1
961.052721088 ,-0.001810045 ,0.005747126 , 1
1426.052721088 ,-0.001212023 ,0.008620690 , 1
1891.052721088 ,-0.000904977 ,0.011494253 , 2
2356.052721088 ,-0.000723991 ,0.014367816 , 3
651.039540816 ,-0.002714726 ,0.003831418 , 1
1271.039540816 ,-0.001357432 ,0.007662835 , 1
1891.039540816 ,-0.000904970 ,0.011494253 , 2
2511.039540816 ,-0.000678733 ,0.015325670 , 3
3131.039540816 ,-0.000542989 ,0.019157088 , 3
806.031632653 ,-0.002171905 ,0.004789272 , 1
1581.031632653 ,-0.001085962 ,0.009578544 , 1
2356.031632653 ,-0.000723979 ,0.014367816 , 3
3131.031632653 ,-0.000542986 ,0.019157088 , 3
3906.031632653 ,-0.000434391 ,0.023946360 , 3
155.126530612 ,-0.013574760 ,0.000775194 , 1
279.126530612 ,-0.006787371 ,0.001550388 , 1
403.126530612 ,-0.004524907 ,0.002325581 , 1
527.126530612 ,-0.003393674 ,0.003100775 , 1
651.126530612 ,-0.002714932 ,0.003875969 , 1
279.063265306 ,-0.006787399 ,0.001550388 , 1
527.063265306 ,-0.003393694 ,0.003100775 , 1
775.063265306 ,-0.002262459 ,0.004651163 , 1
1023.063265306 ,-0.001696839 ,0.006201550 , 1
1271.063265306 ,-0.001357466 ,0.007751938 , 1
403.042176871 ,-0.004524960 ,0.002325581 , 1
775.042176871 ,-0.002262478 ,0.004651163 , 1
1147.042176871 ,-0.001508316 ,0.006976744 , 1
1519.042176871 ,-0.001131233 ,0.009302326 , 1
1891.042176871 ,-0.000904977 ,0.011627907 , 2
527.031632653 ,-0.003393802 ,0.003100775 , 1
1023.031632653 ,-0.001696935 ,0.006201550 , 1
1519.031632653 ,-0.001137401 ,0.009302326 , 1
2015.031632653 ,-0.000848399 ,0.012403101 , 3
2511.031632653 ,-0.000678733 ,0.015503876 , 3
651.025306122 ,-0.002714712 ,0.003875969 , 1
1271.025306122 ,-0.001357425 ,0.007751938 , 1
1891.025306122 ,-0.000904965 ,0.011627907 , 2
2511.025306122 ,-0.000678730 ,0.015503876 , 3
3131.025306122 ,-0.000542986 ,0.019379845 , 3
496.843537415 ,-0.003619910 ,0.002777778 , 1
961.843537415 ,-0.001810076 ,0.005555556 , 1
1426.843537415 ,-0.001206745 ,0.008333333 , 1
1891.843537415 ,-0.000905069 ,0.011111111 , 2
2356.843537415 ,-0.000724060 ,0.013888889 , 3
961.421768707 ,-0.001809955 ,0.005555556 , 1
1891.421768707 ,-0.000904998 ,0.011111111 , 2
2821.421768707 ,-0.000603341 ,0.016666667 , 3
3751.421768707 ,-0.000452511 ,0.022222222 , 3
4681.421768707 ,-0.000362013 ,0.027777778 , 3
1426.281179138 ,-0.001206637 ,0.008333333 , 1
2821.281179138 ,-0.000603326 ,0.016666667 , 3
4216.281179138 ,-0.000402222 ,0.025000000 , 3
5611.281179138 ,-0.000301669 ,0.033333333 , 3
7006.281179138 ,-0.000241337 ,0.041666667 , 3
1891.210884354 ,-0.000904977 ,0.011111111 , 2
3751.210884354 ,-0.000452493 ,0.022222222 , 3
5611.210884354 ,-0.000301665 ,0.033333333 , 3
7471.210884354 ,-0.000226250 ,0.044444444 , 3
9331.210884354 ,-0.000181001 ,0.055555556 , 3
2356.168707483 ,-0.000723982 ,0.013888889 , 3
4681.168707483 ,-0.000361994 ,0.027777778 , 3
7006.168707483 ,-0.000241331 ,0.041666667 , 3
9331.168707483 ,-0.000180999 ,0.055555556 , 3
11656.168707483 ,-0.000144800 ,0.069444444 , 3
263.921768707 ,-0.007239981 ,0.001404494 , 1
496.421768707 ,-0.003619910 ,0.002808989 , 1
728.921768707 ,-0.002413111 ,0.004213483 , 1
961.421768707 ,-0.001739927 ,0.005617978 , 1
1193.921768707 ,-0.001448257 ,0.007022472 , 1
496.210884354 ,-0.003619666 ,0.002808989 , 1
961.210884354 ,-0.001809955 ,0.005617978 , 1
1426.210884354 ,-0.001206664 ,0.008426966 , 1
1891.210884354 ,-0.000905008 ,0.011235955 , 2
2356.210884354 ,-0.000724011 ,0.014044944 , 3
728.640589569 ,-0.002413241 ,0.004213483 , 1
1426.140589569 ,-0.001206637 ,0.008426966 , 1
2123.640589569 ,-0.000804432 ,0.012640449 , 3
2821.140589569 ,-0.000603328 ,0.016853933 , 3
3518.640589569 ,-0.000482665 ,0.021067416 , 3
961.105442177 ,-0.001809941 ,0.005617978 , 1
1891.105442177 ,-0.000904977 ,0.011235955 , 2
2821.105442177 ,-0.000603322 ,0.016853933 , 3
3751.105442177 ,-0.000452494 ,0.022471910 , 3
4681.105442177 ,-0.000361997 ,0.028089888 , 3
1193.584353741 ,-0.001447956 ,0.007022472 , 1
2356.084353741 ,-0.000723982 ,0.014044944 , 3
3518.584353741 ,-0.000482657 ,0.021067416 , 3
4681.084353741 ,-0.000361994 ,0.028089888 , 3
5843.584353741 ,-0.000289596 ,0.035112360 , 3
186.281179138 ,-0.010859867 ,0.000946970 , 1
341.281179138 ,-0.005429905 ,0.001893939 , 1
496.281179138 ,-0.003619910 ,0.002840909 , 1
651.281179138 ,-0.002714902 ,0.003787879 , 1
806.281179138 ,-0.002171881 ,0.004734848 , 1
341.140589569 ,-0.005430026 ,0.001893939 , 1
651.140589569 ,-0.002714993 ,0.003787879 , 1
961.140589569 ,-0.001809955 ,0.005681818 , 1
1271.140589569 ,-0.001347917 ,0.007575758 , 1
1581.140589569 ,-0.001086071 ,0.009469697 , 1
496.093726379 ,-0.003619584 ,0.002840909 , 1
961.093726379 ,-0.001809914 ,0.005681818 , 1
1426.093726379 ,-0.001206637 ,0.008522727 , 1
1891.093726379 ,-0.000904988 ,0.011363636 , 2
2356.093726379 ,-0.000723995 ,0.014204545 , 3
651.070294785 ,-0.002714883 ,0.003787879 , 1
1271.070294785 ,-0.001357456 ,0.007575758 , 1
1891.070294785 ,-0.000904977 ,0.011363636 , 2
2511.070294785 ,-0.000678737 ,0.015151515 , 3
3131.070294785 ,-0.000542992 ,0.018939394 , 3
806.056235828 ,-0.002171924 ,0.004734848 , 1
1581.056235828 ,-0.001085968 ,0.009469697 , 1
2356.056235828 ,-0.000723982 ,0.014204545 , 3
3131.056235828 ,-0.000542988 ,0.018939394 , 3
3906.056235828 ,-0.000434392 ,0.023674242 , 3
147.460884354 ,-0.014479771 ,0.000718391 , 1
263.710884354 ,-0.007239868 ,0.001436782 , 1
379.960884354 ,-0.004826564 ,0.002155172 , 1
496.210884354 ,-0.003619910 ,0.002873563 , 1
612.460884354 ,-0.002895914 ,0.003591954 , 1
263.605442177 ,-0.007239923 ,0.001436782 , 1
496.105442177 ,-0.003619950 ,0.002873563 , 1
728.605442177 ,-0.002413289 ,0.004310345 , 1
961.105442177 ,-0.001809955 ,0.005747126 , 1
1193.605442177 ,-0.001447948 ,0.007183908 , 1
379.820294785 ,-0.004826708 ,0.002155172 , 1
728.570294785 ,-0.002413354 ,0.004310345 , 1
1077.320294785 ,-0.001608902 ,0.006465517 , 1
1426.070294785 ,-0.001206637 ,0.008620690 , 1
1774.820294785 ,-0.000965342 ,0.010775862 , 1
496.052721088 ,-0.003619543 ,0.002873563 , 1
961.052721088 ,-0.001809894 ,0.005747126 , 1
1426.052721088 ,-0.001206623 ,0.008620690 , 1
1891.052721088 ,-0.000904977 ,0.011494253 , 2
2356.052721088 ,-0.000723987 ,0.014367816 , 3
612.292176871 ,-0.002895869 ,0.003591954 , 1
1193.542176871 ,-0.001447948 ,0.007183908 , 1
1774.792176871 ,-0.000965305 ,0.010775862 , 1
2356.042176871 ,-0.000723982 ,0.014367816 , 3
2937.292176871 ,-0.000579188 ,0.017959770 , 3
124.168707483 ,-0.018099677 ,0.000581395 , 1
217.168707483 ,-0.009049826 ,0.001162791 , 1
310.168707483 ,-0.006033207 ,0.001744186 , 1
403.168707483 ,-0.004524897 ,0.002325581 , 1
496.168707483 ,-0.003619910 ,0.002906977 , 1
217.084353741 ,-0.009049862 ,0.001162791 , 1
403.084353741 ,-0.004524923 ,0.002325581 , 1
589.084353741 ,-0.003016609 ,0.003488372 , 1
775.084353741 ,-0.002262451 ,0.004651163 , 1
961.084353741 ,-0.001809955 ,0.005813953 , 1
310.056235828 ,-0.006033275 ,0.001744186 , 1
589.056235828 ,-0.003016632 ,0.003488372 , 1
868.056235828 ,-0.002011082 ,0.005232558 , 1
1147.056235828 ,-0.001508306 ,0.006976744 , 1
1426.056235828 ,-0.001206637 ,0.008720930 , 1
403.042176871 ,-0.004525049 ,0.002325581 , 1
775.042176871 ,-0.002262534 ,0.004651163 , 1
1147.042176871 ,-0.001508376 ,0.006976744 , 1
1519.042176871 ,-0.001133723 ,0.009302326 , 1
1891.042176871 ,-0.000904977 ,0.011627907 , 2
496.033741497 ,-0.003619518 ,0.002906977 , 1
961.033741497 ,-0.001809882 ,0.005813953 , 1
1426.033741497 ,-0.001206615 ,0.008720930 , 1
1891.033741497 ,-0.000904971 ,0.011627907 , 2
2356.033741497 ,-0.000723982 ,0.014534884 , 3
